index,left,right,weyl_a,weyl_b,weyl_c,nearest_index,nearest_distance,match
210,313,2923,0.49850828667557856,0.2971040519791461,0.0,4367,1.0098571023594123,False
211,4152,655,0.6218746954241299,0.5209490640055919,0.0,4440,1.0165803691985,False
212,4982,925,0.5588685601936794,0.3473829689137925,0.0,4515,1.0022045421606307,False
213,3364,1058,0.7139756480492654,0.5432156492155046,0.0,4406,1.06121324228651,False
214,2944,4883,0.6165978858505934,0.3301114103218364,0.0,4384,1.0098976125632038,False
215,1821,166,0.7228753867223636,0.4553050807113273,0.0,4407,1.0465514159576323,False
216,483,3225,0.49957611175857775,0.35464677643671827,0.0,4467,1.1512969915119642,False
217,3650,2724,0.7441490811358822,0.18551331769711177,0.0,4506,1.0895696634380212,False
218,473,1765,0.6891787784652301,0.34696936988286287,1.1102230246251565e-16,4467,1.047506234316114,False
219,1391,3443,0.7591310655627383,0.201685641139687,0.0,4436,1.0239013799071595,False
220,2364,1719,0.6520503351907259,0.6163735734422631,0.0,4440,1.0210780403279922,False
221,4661,1090,0.6845545398844459,0.639399037356425,0.0,4407,1.0564693542297923,False
222,4680,3078,0.6074214913304834,0.578767376446402,0.0,4434,1.026199564021405,False
223,2825,4721,0.648931671378195,0.3372295100390043,0.0,4407,1.0160703219646385,False
224,85,4457,0.6343305339464349,0.3450456191501332,0.0,4393,1.0002578738951695,False
225,2871,4714,0.6455373465137075,0.6444035827667608,0.0,4437,1.0386459637585808,False
226,4929,1092,0.6901280306408131,0.3278900410609349,0.0,4548,1.002347850078727,False
227,3260,4197,0.5796777199962904,0.47903442860838635,0.0,4467,1.0000882048744244,False
228,4545,3607,0.5315785837653273,0.42631642261454816,0.0,4375,1.0005471066338107,False
