index,entry,diagram,layer,qubit,theta,phi,lambda,cos_phi,sin_phi,cos_lambda,sin_lambda,cos_theta,sin_theta,weyl_a,weyl_b,weyl_c
0,0,"(3, 2, 1)",1,0,7.8539816420343005,4.884160576044793,-4.712388980213063,0.1709281403557067,-0.9852834976972565,-1.7162645244935387e-10,1.0,-8.059817395971232e-09,1.0,0.7853981633974483,0.2526802551420788,0.08885530042255585
1,0,"(3, 2, 1)",1,1,3.1415926540449832,5.93209655775874,4.3613002304135495,0.938998826377307,-0.34392034551919154,-0.3439203460359169,-0.9389988261880496,-1.0,-4.551899853640047e-10,0.7853981633974483,0.2526802551420788,0.08885530042255585
2,0,"(3, 2, 1)",3,0,1.393085724990293,4.076117839655839,6.291998933705867,-0.5942003942755756,-0.804317034161748,0.9999611602451514,0.008813512419620351,0.17677669624101766,0.9842509840818606,0.7853981633974483,0.2526802551420788,0.08885530042255585
3,0,"(3, 2, 1)",3,1,3.8431376915339044,3.4301306732830015,1.0345842672999714,-0.9586609078170194,-0.2845509863336416,0.5108833614330058,0.8596500398481424,-0.7638459340160741,-0.6453986280486745,0.7853981633974483,0.2526802551420788,0.08885530042255585
4,0,"(3, 2, 1)",5,0,4.7123889805303705,1.5707963255705584,2.9763337985154905,1.2243382476220129e-09,1.0,-0.9863758047495306,0.16450766488135452,1.4568061705903407e-10,-1.0,0.7853981633974483,0.2526802551420788,0.08885530042255585
5,0,"(3, 2, 1)",5,1,3.8284063370675865,3.141592644323373,4.712388978092343,-1.0,9.266420198168898e-09,-2.2923469405573173e-09,-1.0,-0.7732703054280455,-0.6340765212048284,0.7853981633974483,0.2526802551420788,0.08885530042255585
6,1,"(4, 2, 1)",1,0,1.570796327116384,6.71142619814016,4.7123889804137855,0.9096976641126948,0.41527118839128074,2.909565315393653e-11,-1.0,-3.2148744205297156e-10,1.0,0.7853981633974483,0.2575328339591237,0.1571025538924139
7,1,"(4, 2, 1)",1,1,2.2078169851439604,4.7123889803928956,2.1346659713106946e-10,8.205696722589584e-12,-1.0,1.0,2.1346659713106946e-10,-0.5948030771045232,0.803871444614741,0.7853981633974483,0.2575328339591237,0.1571025538924139
8,1,"(4, 2, 1)",3,0,4.441023880817467,1.0122925941452503,0.8159814432851268,0.5299178836199215,0.848048958857791,0.685153841844441,0.7283983889368528,-0.2680468309871912,-0.9634058835183249,0.7853981633974483,0.2575328339591237,0.1571025538924139
9,1,"(4, 2, 1)",3,1,0.9647068249266123,4.6842690391779715,0.6642708842498275,-0.028116235467923707,-0.9996046605048979,0.7873664834547068,0.6164852153394831,0.5696578560893227,0.8218819422494428,0.7853981633974483,0.2575328339591237,0.1571025538924139
10,1,"(4, 2, 1)",5,0,1.5707963265283424,4.712388980400875,-0.30736827972057235,1.618509164517551e-11,-1.0,0.9531331000527142,-0.30255130735778146,2.6655417334840855e-10,1.0,0.7853981633974483,0.2575328339591237,0.1571025538924139
11,1,"(4, 2, 1)",5,1,3.141592653672872,4.205138347916217,2.6343420209177584,-0.48577590942316995,-0.874083386081724,-0.8740833859828383,0.4857759096011005,-1.0,-8.307875464644024e-11,0.7853981633974483,0.2575328339591237,0.1571025538924139
12,2,"(3, 2, 1, 1)",1,0,0.2857168529223236,4.695611127720284,3.091575073678288e-08,-0.016777065524798695,-0.9998592551316293,0.9999999999999996,3.091575073678287e-08,0.9594598575595202,0.2818453152561971,0.7853981633974482,0.2575328339591234,-0.13568254977480887
13,2,"(3, 2, 1, 1)",1,1,2.3608641997244764,2.686766846860157,8.821898047927057,-0.8983375659277176,0.43930583611313834,-0.8237060734247111,0.567017023204105,-0.7104010428249109,0.7037971002734233,0.7853981633974482,0.2575328339591234,-0.13568254977480887
14,2,"(3, 2, 1, 1)",3,0,5.38993605058377,-1.6744061514416455,4.729166803097547,-0.1034245489499679,-0.9946373020727182,0.01677703557746505,-0.9998592556341279,0.626883802956656,-0.7791127630777206,0.7853981633974482,0.2575328339591234,-0.13568254977480887
15,2,"(3, 2, 1, 1)",3,1,5.012963950361342,-0.42030698109748854,5.014700084749262,0.9129637225393208,-0.4080407348870283,0.29772729780912277,-0.9546509603720503,0.2960694475818405,-0.9551664159760768,0.7853981633974482,0.2575328339591234,-0.13568254977480887
16,2,"(3, 2, 1, 1)",5,0,0.7954639352243623,12.5663706050074,-1.4671864954725178,1.0,-9.35177317942849e-09,0.10342455558979846,-0.9946373013822942,0.6999535042179936,0.7141884148688994,0.7853981633974482,0.2575328339591234,-0.13568254977480887
17,2,"(3, 2, 1, 1)",5,1,1.8612249853429794,4.622434527655898,1.2656560507499985,-0.08983318617555701,-0.9959568257015701,0.30042697413227726,0.9538048192443379,-0.2863629582490468,0.9581212116130478,0.7853981633974482,0.2575328339591234,-0.13568254977480887
18,3,"(5, 2, 1)",1,0,2.7433116274985934,2.41319927472313,3.1415926638804654,-0.7462448469991225,0.6656715619036585,-1.0,-1.029067219181903e-08,-0.9217290328352439,0.3878344879308774,0.7853981633974483,0.25416266436331997,0.18848727113473546
19,3,"(5, 2, 1)",1,1,5.503024220042375,8.899379868794972,3.8257932520217803,-0.8651243441865164,0.5015574434657011,-0.7749245593920465,-0.6320537376292008,0.7108002395206978,-0.7033939291018361,0.7853981633974483,0.25416266436331997,0.18848727113473546
20,3,"(5, 2, 1)",3,0,5.3561736905479,3.2615583742287906,0.7283933885783409,-0.9928127389285234,-0.11967817437295565,0.7462448405343348,0.6656715691509479,0.6002268569639782,-0.7998298070084311,0.7853981633974483,0.25416266436331997,0.18848727113473546
21,3,"(5, 2, 1)",3,1,1.2461039348439524,2.683849925228638,3.207964806162752,-0.8970523253294039,0.441924343775164,-0.9977981771601434,-0.06632343217819087,0.31901726576352785,0.9477489035312902,0.7853981633974483,0.25416266436331997,0.18848727113473546
