index,entry,diagram,layer,qubit,theta,phi,lambda,cos_phi,sin_phi,cos_lambda,sin_lambda,cos_theta,sin_theta,weyl_a,weyl_b,weyl_c
0,0,"(3, 2, 1)",1,0,4.712388983099144,1.5253454911558004,7.853981634107398,0.045435188695795305,0.9989672885676375,-1.3291470616800426e-10,1.0,2.7144542553041815e-09,-1.0,0.7853981633974483,0.2526802551420788,0.08885530042255585
1,0,"(3, 2, 1)",1,1,1.9108380026264409,4.71238898128891,3.141592651267011,9.042205146197291e-10,-1.0,-1.0,2.3227820892328414e-09,-0.33352638193581846,0.9427407663577525,0.7853981633974483,0.2526802551420788,0.08885530042255585
2,0,"(3, 2, 1)",3,0,1.3930857259489748,3.1927315474972295,6.148050928223626,-0.9986926917067999,-0.051116607197924074,0.9908832361524256,-0.13472346607809826,0.17677669529743414,0.9842509842513332,0.7853981633974483,0.2526802551420788,0.08885530042255585
3,0,"(3, 2, 1)",3,1,4.291937920261602,0.7583210857049087,4.903919448559357,0.7259916286932396,0.6877035371926897,0.19036159943385816,-0.981714042611688,-0.4081722695749133,-0.9129049229520368,0.7853981633974483,0.2526802551420788,0.08885530042255585
4,0,"(3, 2, 1)",5,0,1.5707963249723604,1.5707963246798555,2.321187426714254,2.115041092435531e-09,1.0,-0.6819248713422091,0.7314222240572894,1.822536183252664e-09,1.0,0.7853981633974483,0.2526802551420788,0.08885530042255585
5,0,"(3, 2, 1)",5,1,0.8968802331866907,3.1415926498649864,-1.5707963255223918,-1.0,3.7248068077770672e-09,1.2725048294561655e-09,-1.0,0.6240507365577169,0.781383822587703,0.7853981633974483,0.2526802551420788,0.08885530042255585
6,1,"(4, 2, 1)",1,0,0.3265739924479401,-0.15470386354584573,6.2831852870400136,0.9880572050260434,-0.15408750629471263,0.9999999999999998,-2.0139572921143714e-08,0.9471469631253809,0.3207999847917208,0.7853981633974483,0.2575328339591237,0.1571025538924139
7,1,"(4, 2, 1)",1,1,2.47550652214837,6.269185710702858,3.1237877618267076,0.999902007249716,-0.0139991391874208,-0.9998414971020242,0.01780395104416407,-0.786246113779383,0.6179134636555652,0.7853981633974483,0.2575328339591237,0.1571025538924139
8,1,"(4, 2, 1)",3,0,4.064341939774517,2.9738865516433854,3.296296536553813,-0.985970260573684,0.16692107495538633,-0.9880572020339453,-0.15408752548097918,-0.6036305332895173,-0.7972641841200525,0.7853981633974483,0.2575328339591237,0.1571025538924139
9,1,"(4, 2, 1)",3,1,4.440810742303113,3.1431368815411402,3.1868691817670793,-0.9999988076802541,-0.0015442273376091238,-0.9989751930841587,-0.045261060553944785,-0.26825216379595046,-0.9633487305326096,0.7853981633974483,0.2575328339591237,0.1571025538924139
10,1,"(4, 2, 1)",5,0,-2.275720641243062,6.366697889511497e-09,0.16770610634510236,1.0,6.366697889511497e-09,0.9859702598394492,0.16692107929236835,-0.6479761846890165,-0.76166059637864,0.7853981633974483,0.2575328339591237,0.1571025538924139
11,1,"(4, 2, 1)",5,1,-0.6252809476188996,3.0619789784391447,0.06459739717035907,-0.9968325049491841,0.0795295987462213,0.9979143135575749,0.06455248095088342,0.8107987058164294,-0.5853250880035838,0.7853981633974483,0.2575328339591237,0.1571025538924139
12,2,"(3, 2, 1, 1)",1,0,0.28571684363053895,3.412124263333284,4.5197056657826125e-08,-0.9636289631568077,-0.26724374897335895,0.999999999999999,4.519705665782611e-08,0.9594598601783662,0.2818453063411027,0.7853981633974482,0.2575328339591234,-0.13568254977480887
13,2,"(3, 2, 1, 1)",1,1,0.7053075995922979,-0.222780326978834,6.572371650495421,0.9752869284560527,-0.22094209011131952,0.958476225229805,0.28517244900099337,0.761412180792551,0.6482680702770511,0.7853981633974482,0.2575328339591234,-0.13568254977480887
14,2,"(3, 2, 1, 1)",3,0,2.2483433933917527,0.23318292013530567,2.87106099839564,0.9729358298870385,0.23107546585914207,-0.9636289510104012,0.2672437927709336,-0.6268838001501176,0.7791127653358964,0.7853981633974482,0.2575328339591234,-0.13568254977480887
15,2,"(3, 2, 1, 1)",3,1,7.597515052638607,3.4021231879723284,5.9901683905524825,-0.9662534520657406,-0.25759321879863095,0.9573768219368899,-0.2888418612632534,0.2536642937821787,0.9672923167584805,0.7853981633974482,0.2575328339591234,-0.13568254977480887
16,2,"(3, 2, 1, 1)",5,0,2.346128719436105,3.14159264503111,2.9084097272324336,-1.0,8.558683218036631e-09,-0.9729358284492745,0.23107547191280128,-0.6999535049826568,0.7141884141194772,0.7853981633974482,0.2575328339591234,-0.13568254977480887
17,2,"(3, 2, 1, 1)",5,1,0.36945714582937045,5.600970845761181,3.789887497022235,0.7761783754520472,-0.6305133856474586,-0.7971145782933294,-0.6038280790690738,0.9325235126677265,0.36110926091952367,0.7853981633974482,0.2575328339591234,-0.13568254977480887
18,3,"(5, 2, 1)",1,0,1.5707963305639283,6.123838524116068,-1.5707963280110075,0.9873311420979111,-0.15867329908851874,-1.2161109284556508e-09,-1.0,-3.7690316921321755e-09,1.0,0.7853981633974483,0.25416266436331997,0.18848727113473546
19,3,"(5, 2, 1)",1,1,3.141592737762678,4.76110651063613,3.190310187373975,0.04869826152538793,-0.9988135358135696,-0.9988135356415312,-0.048698265053938615,-0.9999999999999964,-8.417288453987208e-08,0.7853981633974483,0.25416266436331997,0.18848727113473546
20,3,"(5, 2, 1)",3,0,5.03269287332894,5.362033083069121,1.3318620835611894,0.6049030433278171,-0.7962991323445889,0.23666728160828673,0.9715907563455634,0.31485501203240934,-0.9491397796942616,0.7853981633974483,0.25416266436331997,0.18848727113473546
21,3,"(5, 2, 1)",3,1,0.7123977392593674,6.041763553686943,2.7747983492232797,0.9709990387036858,-0.2390833888761789,-0.9334817821121674,0.3586248213170585,0.7567967700963392,0.6536502495767509,0.7853981633974483,0.25416266436331997,0.18848727113473546
22,3,"(5, 2, 1)",5,0,1.5707963301949415,1.5707963302561787,0.2594179127388203,-3.4612820885535757e-09,1.0,0.9665394577215985,0.2565179850755852,-3.400044851050511e-09,1.0,0.7853981633974483,0.25416266436331997,0.18848727113473546
23,3,"(5, 2, 1)",5,1,6.283185310104579,4.958004257303357,-0.24561527446413275,0.2431531819431548,-0.9699879020435869,0.9699879026404148,-0.243153179562286,1.0,2.924992447569658e-09,0.7853981633974483,0.25416266436331997,0.18848727113473546
24,4,"(4, 3, 1)",1,0,-0.23363186138694392,6.538831130946527,9.424777980314866,0.9675001878193715,0.2528702959413795,-0.9999999999999998,-1.9545486639272875e-08,0.9728319925349036,-0.23151223358727566,0.7853981633974483,0.20470663066097866,0.1165867646147235
25,4,"(4, 3, 1)",1,1,-2.62629359214116,6.5813096658995685,6.6226538690418755,0.9558890982484755,0.29372781933231407,0.9429317601497574,0.33298602928783694,-0.8701453851962949,-0.4927950980088901,0.7853981633974483,0.20470663066097866,0.1165867646147235
26,4,"(4, 3, 1)",3,0,-1.0066747191741805,-2.4231145194833332,6.027539463894703,-0.7528083531771708,-0.6582397613230883,0.9675001828838632,-0.2528703148249933,0.5346737293601175,-0.8450585797044746,0.7853981633974483,0.20470663066097866,0.1165867646147235
27,4,"(4, 3, 1)",3,1,-7.70027253566469,6.19703147532245,-3.83669924721454,0.9962910536123716,-0.08604729218255878,-0.7679854364235731,0.640467305520972,0.15310454525877823,-0.9882099970254817,0.7853981633974483,0.20470663066097866,0.1165867646147235
28,4,"(4, 3, 1)",5,0,0.904276653578246,6.283185305200264,-0.718478132814708,1.0,-1.979322728621063e-09,0.7528083540274533,-0.6582397603506465,0.6182542761097866,0.7859781485969974,0.7853981633974483,0.20470663066097866,0.1165867646147235
29,4,"(4, 3, 1)",5,1,18.060705071739452,10.581081726258862,2.128956393824176,-0.4027255130649906,-0.9153207968393049,-0.5296264070608551,0.8482310233325644,0.704661153348065,-0.7095439795827844,0.7853981633974483,0.20470663066097866,0.1165867646147235
30,5,"(4, 2, 1, 1)",1,0,4.712388980305768,7.294154091748185,1.5707963267580942,0.531040074292219,0.8473467056026799,3.6802400186429424e-11,1.0,-7.89219417147336e-11,-1.0,0.7853981633974482,0.26115741090302436,-0.20185734333026417
31,5,"(4, 2, 1, 1)",1,1,3.4823573912836134,4.712388980601881,3.1415926538664727,2.1719141434276995e-10,-1.0,-1.0,-2.7667944568057503e-10,-0.9424993597308001,-0.3342079545837168,0.7853981633974482,0.26115741090302436,-0.20185734333026417
32,5,"(4, 2, 1, 1)",3,0,5.116103667045226,0.6413196386882829,3.2600499147577353,0.8013069775009078,0.5982533976571797,-0.9929921389880233,-0.11818042100106992,0.3928371006592003,-0.9196080754025996,0.7853981633974482,0.26115741090302436,-0.20185734333026417
33,5,"(4, 2, 1, 1)",3,1,-2.300230231650863,4.128735706883795,3.464130160426114,-0.5510760997566564,-0.8344549911630894,-0.948434148107249,-0.3169742366566671,-0.6664476885618464,-0.745551794586112,0.7853981633974482,0.26115741090302436,-0.20185734333026417
34,5,"(4, 2, 1, 1)",5,0,1.570796326855905,1.5707963268689804,4.948222503547585,-7.408378893326719e-11,1.0,0.23365351776320972,-0.9723199235009419,-6.10084703276518e-11,1.0,0.7853981633974482,0.26115741090302436,-0.20185734333026417
35,5,"(4, 2, 1, 1)",5,1,3.1415926536570455,-2.4435280474840595,2.2688609328237668,-0.7660875690313875,-0.6427362107237923,-0.642736210664908,0.7660875690807906,-1.0,-6.725230338580371e-11,0.7853981633974482,0.26115741090302436,-0.20185734333026417
36,6,"(3, 2, 2, 1)",1,0,6.346989565326519,1.9596224654148238,8.49669263390653e-08,-0.37910243840667324,0.9253547110130874,0.9999999999999963,8.496692633906519e-08,0.9979651987651902,0.06376097594575011,0.7853981633974483,0.20470663066097877,-0.031037668390437645
37,6,"(3, 2, 2, 1)",1,1,5.319163208869055,2.384658671498994,4.169295429396067,-0.7269448460248966,0.6866958503135426,-0.5167868928065591,-0.8561140738379097,0.5702204869442906,-0.8214916897139107,0.7853981633974483,0.20470663066097877,-0.031037668390437645
38,6,"(3, 2, 2, 1)",3,0,2.4119734744728003,1.3773400856083875,4.32356275797793,0.19225180368634578,0.9813456292149809,-0.3791025159392122,-0.9253546792492916,-0.7454283061876961,0.6665858086804297,0.7853981633974483,0.20470663066097877,-0.031037668390437645
39,6,"(3, 2, 2, 1)",3,1,-1.821557598731992,2.3659841110859374,6.2053653530323984,-0.7139950948261169,0.7001507013238252,0.9969735551628709,-0.0777414323633539,-0.24814149332981109,-0.9687237992782315,0.7853981633974483,0.20470663066097877,-0.031037668390437645
