weyl_a,weyl_b,weyl_c,size,w1,w2,w3,h1,h2,h3
0.7853981633974482,0.2493868506050978,-0.23992833959818594,49,6,3,1,6,3,4
0.7853981633974482,0.2495800940003825,-0.24888509666426817,50,6,3,1,6,3,5
0.7853981633974483,0.2554130036258684,0.24913517458808965,51,6,3,1,6,3,6
0.7853981633974483,0.21905716046075696,0.1735017473702154,50,6,3,1,6,4,2
0.7853981633974483,0.22334974139961616,0.19398353859037165,51,6,3,1,6,4,3
0.7853981633974483,0.22501759190219772,0.2062932534425146,52,6,3,1,6,4,4
0.7853981633974483,0.22541261582274075,0.21462243001256276,53,6,3,1,6,4,5
0.7853981633974482,0.22513213981735714,-0.22070778070495223,54,6,3,1,6,4,6
0.7853981633974482,0.19914966483686136,-0.15028810896826883,53,6,3,1,6,5,2
0.7853981633974483,0.2036540615630118,0.16953751809789885,54,6,3,1,6,5,3
0.7853981633974483,0.20553029616635943,0.181139604901964,55,6,3,1,6,5,4
0.7853981633974483,0.20611138347011604,0.1890094195734937,56,6,3,1,6,5,5
0.7853981633974483,0.20599190489372798,0.19477124941069768,57,6,3,1,6,5,6
0.7853981633974482,0.18289152132535946,-0.13220930690230404,56,6,3,1,6,6,2
0.7853981633974482,0.18755569252117876,-0.15048490195030162,57,6,3,1,6,6,3
0.7853981633974483,0.18960587468080536,0.16152909900719958,58,6,3,1,6,6,4
0.7853981633974483,0.19035084769164445,0.16903684827299248,59,6,3,1,6,6,5
0.7853981633974482,0.19037877713927553,-0.1745434102480692,60,6,3,1,6,6,6
0.7853981633974483,0.2906967226128012,0.19062084605180107,22,6,4,1,2,2,2
0.7853981633974483,0.31919119222225056,0.1949294597063327,23,6,4,1,2,2,3
0.7853981633974483,0.3365405553754348,0.1968413193162526,24,6,4,1,2,2,4
0.7853981633974482,0.3483620172527768,0.19754023586407232,25,6,4,1,2,2,5
0.7853981633974483,0.3570195552439328,0.1975716255772637,26,6,4,1,2,2,6
0.7853981633974482,0.25227183733957936,-0.17367725356955077,26,6,4,1,2,3,2
0.7853981633974483,0.27808489587539054,0.17846236647860625,27,6,4,1,2,3,3
0.7853981633974482,0.2937640242837851,-0.18068126148395347,28,6,4,1,2,3,4
0.7853981633974483,0.30443622628663736,0.1815808524769862,29,6,4,1,2,3,5
0.7853981633974481,0.31225005762364777,-0.18174171391332372,30,6,4,1,2,3,6
0.7853981633974483,0.22425575239876228,0.15939623604430242,30,6,4,1,2,4,2
0.7853981633974482,0.24818774634999752,-0.1644971121354999,31,6,4,1,2,4,3
0.7853981633974483,0.2627150924151067,0.16695837251712575,32,6,4,1,2,4,4
0.7853981633974483,0.2726028844296531,0.16804426790815086,33,6,4,1,2,4,5
0.7853981633974483,0.27984430148559536,0.16834838458273804,34,6,4,1,2,4,6
0.7853981633974482,0.20270966033129323,-0.14741077046996232,34,6,4,1,2,5,2
