index,entry,diagram,size,weyl_a,weyl_b,weyl_c
1884,1884,"(6, 2, 2, 2, 2, 2, 2, 2, 1, 1)",22,0.7853981633974483,0.14543355423581728,-0.0822103547248565
1885,1885,"(6, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1)",22,0.7853981633974481,0.1539648950838446,-0.11036997830726847
1886,1886,"(6, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.1580475698004662,0.1330964904531715
1887,1887,"(6, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.16265150034856735,-0.15806965004711948
1888,1888,"(6, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.19014765358270402,0.1699296637589205
1889,1889,"(6, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974481,0.2374242823400472,-0.18242181953478465
1890,1890,"(6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974481,0.322916550330933,-0.20476455880821298
1891,1891,"(5, 5, 5, 4, 3)",22,0.7853981633974483,0.3613671239067078,-0.04425192157200808
1892,1892,"(5, 5, 5, 4, 1, 1, 1)",22,0.7853981633974481,0.2606871463375411,-0.1828217569146613
1893,1893,"(5, 5, 5, 3, 3, 1)",22,0.7853981633974481,0.22983449970740466,-0.09286017481378028
1894,1894,"(5, 5, 5, 3, 2, 2)",22,0.7853981633974483,0.3632583012149846,0.11137698506182758
1895,1895,"(5, 5, 5, 3, 1, 1, 1, 1)",22,0.7853981633974482,0.2970282062797098,-0.2585866628413749
1896,1896,"(5, 5, 5, 2, 2, 2, 1)",22,0.7853981633974483,0.22177134563031153,-0.06319616611045387
1897,1897,"(5, 5, 5, 2, 2, 1, 1, 1)",22,0.7853981633974482,0.26114567463858673,-0.1485678667386745
1898,1898,"(5, 5, 5, 2, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.3073217435125848,0.24761100814189252
1899,1899,"(5, 5, 4, 4, 2, 2)",22,0.7853981633974483,0.23679878831608892,-0.010931074986965328
1900,1900,"(5, 5, 4, 4, 1, 1, 1, 1)",22,0.7853981633974482,0.19131829227377395,-0.14049005741840404
1901,1901,"(5, 5, 4, 2, 2, 2, 2)",22,0.7853981633974481,0.2876680863816503,-0.13233107031315328
1902,1902,"(5, 5, 4, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974481,0.25652417686015205,-0.23352855636399816
1903,1903,"(5, 5, 3, 3, 3, 1, 1, 1)",22,0.7853981633974483,0.1944017517171499,0.1340346229698799
1904,1904,"(5, 5, 3, 3, 2, 2, 2)",22,0.7853981633974483,0.2884123245892114,-0.07290036356132479
1905,1905,"(5, 5, 3, 3, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.22034672811570744,-0.20926856940852456
1906,1906,"(5, 5, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.3096288495393429,-0.25912646774255066
1907,1907,"(5, 5, 2, 2, 2, 2, 2, 1, 1)",22,0.7853981633974483,0.17582714742565386,-0.0648713496534663
1908,1908,"(5, 5, 2, 2, 2, 2, 1, 1, 1, 1)",22,0.7853981633974483,0.18967018975117433,0.10330297447890047
1909,1909,"(5, 5, 2, 2, 2, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.2029093062495635,-0.14051745075140687
1910,1910,"(5, 5, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.22381273716668115,-0.19100548429284725
1911,1911,"(5, 5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.2804038182326094,-0.2627801621940957
1912,1912,"(5, 4, 4, 4, 4, 1)",22,0.7853981633974483,0.11200756525517774,-0.02825509316648933
1913,1913,"(5, 4, 4, 4, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.15472659279134682,-0.14447753433475796
1914,1914,"(5, 4, 4, 3, 3, 3)",22,0.7853981633974483,0.2848202989533352,-0.004195308036301526
1915,1915,"(5, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.22347146059373912,-0.15841940349784434
1916,1916,"(5, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.3154419512486557,-0.18405544753886272
1917,1917,"(5, 3, 3, 3, 3, 3, 2)",22,0.7853981633974483,0.19298405812290614,0.013305944816169313
1918,1918,"(5, 3, 3, 3, 3, 3, 1, 1)",22,0.7853981633974482,0.1399272110113836,-0.10225497430662234
1919,1919,"(5, 3, 3, 3, 3, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.16113368894441304,-0.15541616464797414
1920,1920,"(5, 3, 3, 3, 2, 2, 2, 2)",22,0.7853981633974483,0.23556647738709324,-0.08054625942646787
1921,1921,"(5, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.2070097122174861,-0.1643076121309317
1922,1922,"(5, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.2632959974832456,0.178066772906881
1923,1923,"(5, 3, 2, 2, 2, 2, 2, 2, 2)",22,0.7853981633974483,0.27485423797051034,0.21775224021957573
1924,1924,"(5, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.35383593988782547,-0.20412991570654437
1925,1925,"(5, 2, 2, 2, 2, 2, 2, 2, 2, 1)",22,0.7853981633974483,0.1259979220108568,-0.038632896975406616
1926,1926,"(5, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1)",22,0.7853981633974483,0.14466404344151873,-0.07892411304247382
1927,1927,"(5, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.14961827616919798,-0.1013194781012361
1928,1928,"(5, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.1532352050282242,-0.12236440310733787
1929,1929,"(5, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.15821545561313854,-0.14659475003511346
1930,1930,"(5, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.17827770364365847,0.16651983704129947
1931,1931,"(5, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.22544218700186036,-0.18119907283324466
1932,1932,"(5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.31156302287950943,-0.20881264824311252
1933,1933,"(4, 4, 4, 4, 3, 1, 1, 1)",22,0.7853981633974482,0.30048533423878077,-0.16369153165160544
1934,1934,"(4, 4, 4, 4, 2, 2, 1, 1)",22,0.7853981633974481,0.26696299455683636,-0.09251581857654312
1935,1935,"(4, 4, 4, 4, 2, 1, 1, 1, 1)",22,0.7853981633974483,0.3296923088597712,0.2019388241040092
1936,1936,"(4, 4, 4, 3, 3, 3, 1)",22,0.7853981633974483,0.17441400187460432,0.011414062326078556
1937,1937,"(4, 4, 4, 3, 3, 2, 2)",22,0.7853981633974483,0.28536264445899545,0.02692460183046741
1938,1938,"(4, 4, 4, 3, 3, 1, 1, 1, 1)",22,0.7853981633974482,0.22408258430944628,-0.10492388839324907
1939,1939,"(4, 4, 4, 3, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.2799549804506398,-0.2137774573895248
1940,1940,"(4, 4, 4, 2, 2, 2, 2, 1, 1)",22,0.7853981633974483,0.19425377818488487,-0.037579154304962614
1941,1941,"(4, 4, 4, 2, 2, 2, 1, 1, 1, 1)",22,0.7853981633974483,0.2156639450409905,-0.08498649248991885
1942,1942,"(4, 4, 4, 2, 2, 1, 1, 1, 1, 1, 1)",22,0.7853981633974481,0.2438276395154828,-0.13914606779887784
1943,1943,"(4, 4, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.29809986975466085,0.232699867691041
1944,1944,"(4, 4, 3, 3, 3, 3, 2)",22,0.7853981633974483,0.20787976272438252,0.09240869573799343
1945,1945,"(4, 4, 3, 3, 3, 3, 1, 1)",22,0.7853981633974483,0.15557936848027043,-0.023928570205030475
1946,1946,"(4, 4, 3, 3, 3, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.17832169236171147,0.0920030735946149
1947,1947,"(4, 4, 3, 3, 2, 2, 2, 2)",22,0.7853981633974483,0.27026663585828326,-0.020547343289714526
1948,1948,"(4, 4, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974481,0.20136771239514673,-0.15306118021981696
1949,1949,"(4, 4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.2484339081779421,0.2469450770757291
1950,1950,"(4, 4, 2, 2, 2, 2, 2, 2, 1, 1)",22,0.7853981633974483,0.1570058172287649,-0.025874266386141542
1951,1951,"(4, 4, 2, 2, 2, 2, 2, 1, 1, 1, 1)",22,0.7853981633974483,0.16863284968834574,-0.05824054425571923
1952,1952,"(4, 4, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.17789686532945198,-0.08629745770336061
1953,1953,"(4, 4, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.19129152963468243,0.1197835850125557
1954,1954,"(4, 4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.21479088263629542,0.16844639359440094
1955,1955,"(4, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.26189848729968546,-0.2581320894473311
1956,1956,"(4, 3, 3, 3, 3, 3, 1, 1, 1)",22,0.7853981633974483,0.13468022717337602,-0.06583625587876352
1957,1957,"(4, 3, 3, 3, 3, 2, 2, 2)",22,0.7853981633974483,0.21230203449582363,0.010659516032772876
1958,1958,"(4, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.14399040764348214,-0.11241766141073661
1959,1959,"(4, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.15396550048371527,0.15164880274932013
1960,1960,"(4, 3, 3, 2, 2, 2, 2, 2, 2)",22,0.7853981633974483,0.23926922151768715,-0.07440392838323984
1961,1961,"(4, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.20643317653703086,-0.16593057643406617
1962,1962,"(4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.2944484812775414,0.19780690875962748
1963,1963,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",22,0.7853981633974483,0.1323094698482063,-0.03858615409302413
1964,1964,"(4, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1)",22,0.7853981633974483,0.140345830417954,-0.06439527093144548
1965,1965,"(4, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.14364353080184178,-0.08378707149404452
1966,1966,"(4, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.14693342915465557,-0.10354118960148195
1967,1967,"(4, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.15209536065033014,-0.1269021837993929
1968,1968,"(4, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.16115935201753384,-0.15782600552352744
1969,1969,"(4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.20437111500217764,-0.17795127337444505
1970,1970,"(4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.29081444515482513,-0.2120248554019435
1971,1971,"(3, 3, 3, 3, 3, 3, 2, 1, 1)",22,0.7853981633974482,0.33087932601487147,-0.11023690387885043
1972,1972,"(3, 3, 3, 3, 3, 2, 2, 2, 1)",22,0.7853981633974483,0.20126712816615366,0.03070649936292058
1973,1973,"(3, 3, 3, 3, 3, 2, 2, 1, 1, 1)",22,0.7853981633974483,0.24766879995927749,-0.04771503391397047
1974,1974,"(3, 3, 3, 3, 3, 2, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.31831224660693014,-0.1473291888997359
1975,1975,"(3, 3, 3, 3, 2, 2, 2, 2, 1, 1)",22,0.7853981633974483,0.18120490776277792,0.01963981348524174
1976,1976,"(3, 3, 3, 3, 2, 2, 2, 1, 1, 1, 1)",22,0.7853981633974483,0.2035200338690053,-0.024135111729876257
1977,1977,"(3, 3, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.23453023307705567,-0.07486138295827072
1978,1978,"(3, 3, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.3003327974443497,0.16688549482667536
1979,1979,"(3, 3, 3, 2, 2, 2, 2, 2, 2, 1)",22,0.7853981633974483,0.14077710279883648,0.05649591084549138
1980,1980,"(3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1)",22,0.7853981633974483,0.16306333888302527,0.0116248937437049
1981,1981,"(3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.17468156998657858,-0.017456120383863016
1982,1982,"(3, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.19003336026621487,-0.049523459698483485
1983,1983,"(3, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.2176843615329389,0.09577012231215498
1984,1984,"(3, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.2788764411771556,0.1847195240360886
1985,1985,"(3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1)",22,0.7853981633974483,0.13781687129942977,0.025421230179277776
1986,1986,"(3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1)",22,0.7853981633974483,0.14733813498309245,-0.0018494913839983695
1987,1987,"(3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.1530921371742513,-0.023238507457572055
1988,1988,"(3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.1604773147585411,-0.04614365034666168
1989,1989,"(3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.17298188136797388,-0.07544636968505358
1990,1990,"(3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.19693092239775112,0.11982136095843376
1991,1991,"(3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.2509018628461428,-0.2062974655221561
1992,1992,"(3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1)",22,0.7853981633974483,0.11090710451654712,0.02709649723342472
1993,1993,"(3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1)",22,0.7853981633974483,0.1287401706288634,-0.01040823212935571
1994,1994,"(3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.13264220418101474,-0.030042711537230815
1995,1995,"(3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.13461199293481763,-0.04699589670002524
1996,1996,"(3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.13708084536422405,-0.06489885316632105
1997,1997,"(3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974483,0.14154173929857156,-0.08626782477885353
1998,1998,"(3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.15011502482492567,-0.11472032256197906
1999,1999,"(3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.16749471601597055,-0.15814920009773736
2000,2000,"(3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22,0.7853981633974482,0.24184863773897725,-0.20784649511840492
2001,2001,"(20, 2, 1)",23,0.7853981633974483,0.25247213911691735,0.20609006046755524
2002,2002,"(19, 3, 1)",23,0.7853981633974483,0.29541103952364184,0.1653987980703704
2003,2003,"(19, 2, 1, 1)",23,0.7853981633974483,0.29662676889765116,0.21017723282041967
2004,2004,"(18, 4, 1)",23,0.7853981633974483,0.31351602511820204,0.14779536604433519
2005,2005,"(18, 3, 2)",23,0.7853981633974483,0.24878419706716254,0.19598942723125284
2006,2006,"(18, 3, 1, 1)",23,0.7853981633974483,0.3505445071416622,0.1757053158759181
2007,2007,"(18, 2, 2, 1)",23,0.7853981633974483,0.19685410825938465,0.19645614400229583
2008,2008,"(18, 2, 1, 1, 1)",23,0.7853981633974483,0.3166886389023347,0.2068366837421456
2009,2009,"(17, 5, 1)",23,0.7853981633974483,0.32158844215319804,0.13904813801590138
2010,2010,"(17, 4, 2)",23,0.7853981633974483,0.22719535894503823,0.1944601905009971
2011,2011,"(17, 4, 1, 1)",23,0.7853981633974483,0.3743226187322053,0.1586571586297323
2012,2012,"(17, 3, 1, 1, 1)",23,0.7853981633974482,0.3763679412753822,-0.17877570792246367
2013,2013,"(17, 2, 2, 1, 1)",23,0.7853981633974482,0.23022274470417692,-0.20273584970290504
2014,2014,"(17, 2, 1, 1, 1, 1)",23,0.7853981633974482,0.32779346885810323,-0.20263279141121426
2015,2015,"(16, 6, 1)",23,0.7853981633974483,0.32358606727551875,0.1344726140473556
2016,2016,"(16, 5, 2)",23,0.7853981633974483,0.23815642306190093,0.1702913866213452
2017,2017,"(16, 5, 1, 1)",23,0.7853981633974482,0.3856123909789959,-0.149402155892834
2018,2018,"(16, 4, 3)",23,0.7853981633974483,0.2763418999020178,0.15966003202515
2019,2019,"(16, 4, 1, 1, 1)",23,0.7853981633974481,0.4031690556582115,-0.16381076655704074
2020,2020,"(16, 3, 3, 1)",23,0.7853981633974482,0.24168902193851238,-0.16416201552283383
2021,2021,"(16, 3, 2, 2)",23,0.7853981633974483,0.2594722229583425,0.24274387827705057
2022,2022,"(16, 3, 1, 1, 1, 1)",23,0.7853981633974482,0.39095808187664716,-0.1797937581152267
2023,2023,"(16, 2, 2, 2, 1)",23,0.7853981633974482,0.18302509735469563,-0.1630557555914276
2024,2024,"(16, 2, 2, 1, 1, 1)",23,0.7853981633974482,0.24470578165647972,-0.2004795653701983
2025,2025,"(16, 2, 1, 1, 1, 1, 1)",23,0.7853981633974483,0.33450428877017213,0.1988827900860164
2026,2026,"(15, 7, 1)",23,0.7853981633974483,0.3201973070200106,0.13201748636760552
2027,2027,"(15, 6, 2)",23,0.7853981633974483,0.24002457138085953,0.15766482183741315
2028,2028,"(15, 6, 1, 1)",23,0.7853981633974483,0.3891937674056196,0.14413532440053434
2029,2029,"(15, 5, 3)",23,0.7853981633974483,0.2147908826362958,0.18327325146232692
2030,2030,"(15, 5, 1, 1, 1)",23,0.7853981633974483,0.41598878418666807,0.1553046745933342
2031,2031,"(15, 4, 2, 2)",23,0.7853981633974483,0.2835827043159936,0.21188520530190497
2032,2032,"(15, 4, 1, 1, 1, 1)",23,0.7853981633974483,0.41949263119777846,0.1669876557500194
2033,2033,"(15, 3, 3, 2)",23,0.7853981633974483,0.24528151621341976,0.14642268082771137
2034,2034,"(15, 3, 3, 1, 1)",23,0.7853981633974483,0.28523241315409553,0.17620336693380168
2035,2035,"(15, 3, 1, 1, 1, 1, 1)",23,0.7853981633974482,0.3998954215209629,-0.18027793516027568
2036,2036,"(15, 2, 2, 2, 1, 1)",23,0.7853981633974483,0.19070567559450158,0.19063522297847424
2037,2037,"(15, 2, 2, 1, 1, 1, 1)",23,0.7853981633974482,0.2522538794880562,-0.19666360435036268
2038,2038,"(15, 2, 1, 1, 1, 1, 1, 1)",23,0.7853981633974482,0.3386835824483949,-0.19588026192914576
2039,2039,"(14, 8, 1)",23,0.7853981633974483,0.3097459675975951,0.13041779313694912
2040,2040,"(14, 7, 2)",23,0.7853981633974483,0.23463322041561657,0.1503617972189354
2041,2041,"(14, 7, 1, 1)",23,0.7853981633974483,0.3857242260805833,0.14094554706788998
2042,2042,"(14, 6, 3)",23,0.7853981633974483,0.18784581443536785,0.18699708574370671
2043,2043,"(14, 6, 1, 1, 1)",23,0.7853981633974483,0.4198123633984485,0.15025284137011852
2044,2044,"(14, 5, 4)",23,0.7853981633974483,0.2973250963111116,0.12913270797121906
2045,2045,"(14, 5, 2, 2)",23,0.7853981633974483,0.29796481484845877,0.18812142612975458
2046,2046,"(14, 5, 1, 1, 1, 1)",23,0.7853981633974483,0.4328878971966734,0.15950729438096722
2047,2047,"(14, 4, 4, 1)",23,0.7853981633974483,0.2594032146594178,0.14966764132956345
2048,2048,"(14, 4, 1, 1, 1, 1, 1)",23,0.7853981633974482,0.42935311646391483,-0.1694503063556514
2049,2049,"(14, 3, 3, 1, 1, 1)",23,0.7853981633974482,0.3043687675353599,-0.17988482498249514
2050,2050,"(14, 3, 2, 2, 2)",23,0.7853981633974481,0.26492191264680187,-0.2598958662108215
2051,2051,"(14, 3, 1, 1, 1, 1, 1, 1)",23,0.7853981633974482,0.4054892095692999,-0.18079709755324203
2052,2052,"(14, 2, 2, 2, 2, 1)",23,0.7853981633974483,0.17042377633543726,0.13834686576859845
2053,2053,"(14, 2, 2, 2, 1, 1, 1)",23,0.7853981633974483,0.2022021068194615,0.18949554949861191
2054,2054,"(14, 2, 2, 1, 1, 1, 1, 1)",23,0.7853981633974482,0.2563880907034166,-0.19286463651488717
2055,2055,"(14, 2, 1, 1, 1, 1, 1, 1, 1)",23,0.7853981633974482,0.34122344323175735,-0.1936642143208216
2056,2056,"(13, 9, 1)",23,0.7853981633974483,0.28586604100621005,0.12817841129893548
2057,2057,"(13, 8, 2)",23,0.7853981633974483,0.21934043370310186,0.14532178814172414
2058,2058,"(13, 8, 1, 1)",23,0.7853981633974482,0.3723426953366955,-0.13839085994654798
2059,2059,"(13, 7, 3)",23,0.7853981633974483,0.18109319457797324,0.17185047234133222
2060,2060,"(13, 7, 1, 1, 1)",23,0.7853981633974482,0.41473828666770096,-0.1469138833972936
2061,2061,"(13, 6, 4)",23,0.7853981633974483,0.2312610657554714,0.14448276066921867
2062,2062,"(13, 6, 2, 2)",23,0.7853981633974483,0.29943223813836434,0.17468294067137596
2063,2063,"(13, 6, 1, 1, 1, 1)",23,0.7853981633974482,0.43595642299783677,-0.15490914753532703
2064,2064,"(13, 5, 1, 1, 1, 1, 1)",23,0.7853981633974482,0.4425810831475614,-0.16301053122807474
2065,2065,"(13, 4, 4, 2)",23,0.7853981633974483,0.19937679023896204,0.17446292923208756
2066,2066,"(13, 4, 4, 1, 1)",23,0.7853981633974481,0.30814995725663064,-0.1622485138444345
2067,2067,"(13, 4, 3, 3)",23,0.7853981633974483,0.2948257144291839,0.19929420843093532
2068,2068,"(13, 4, 2, 2, 2)",23,0.7853981633974482,0.3104226534238217,-0.220321850126715
2069,2069,"(13, 4, 1, 1, 1, 1, 1, 1)",23,0.7853981633974481,0.43525049301574903,-0.1717424534176013
2070,2070,"(13, 3, 3, 3, 1)",23,0.7853981633974482,0.20143277307065333,-0.15713867279557903
2071,2071,"(13, 3, 3, 2, 2)",23,0.7853981633974483,0.2573292520427861,0.17959091120332094
2072,2072,"(13, 3, 3, 1, 1, 1, 1)",23,0.7853981633974481,0.31422951985086467,-0.18094575125902868
2073,2073,"(13, 3, 1, 1, 1, 1, 1, 1, 1)",23,0.7853981633974483,0.40884434824340943,0.1815993988775153
2074,2074,"(13, 2, 2, 2, 2, 1, 1)",23,0.7853981633974483,0.17875356159603673,0.16214300798399783
2075,2075,"(13, 2, 2, 2, 1, 1, 1, 1)",23,0.7853981633974483,0.20773406658884497,0.18639472479127228
2076,2076,"(13, 2, 2, 1, 1, 1, 1, 1, 1)",23,0.7853981633974482,0.2585091106878865,-0.1895158162015349
2077,2077,"(13, 2, 1, 1, 1, 1, 1, 1, 1, 1)",23,0.7853981633974482,0.34258916771378445,-0.19221164640903154
2078,2078,"(12, 10, 1)",23,0.7853981633974483,0.22262585742607965,0.12084945792954421
2079,2079,"(12, 9, 2)",23,0.7853981633974483,0.18229097930811805,0.13944343158413808
2080,2080,"(12, 9, 1, 1)",23,0.7853981633974481,0.33726040943324076,-0.13406742220835355
2081,2081,"(12, 8, 3)",23,0.7853981633974483,0.1616744405116135,0.15922296544696402
2082,2082,"(12, 8, 1, 1, 1)",23,0.7853981633974482,0.3953985245704166,-0.14352992146705645
2083,2083,"(12, 7, 4)",23,0.7853981633974483,0.20067385736189286,0.1374597729565512
2084,2084,"(12, 7, 2, 2)",23,0.7853981633974483,0.28857513399447915,0.16600013938945773
2085,2085,"(12, 7, 1, 1, 1, 1)",23,0.7853981633974483,0.4275654980651904,0.15147670748881392
2086,2086,"(12, 6, 5)",23,0.7853981633974483,0.3149254810593281,0.09460766467167081
2087,2087,"(12, 6, 1, 1, 1, 1, 1)",23,0.7853981633974481,0.44381694218126455,-0.1588642784706229
2088,2088,"(12, 5, 5, 1)",23,0.7853981633974483,0.25916413172524594,0.14227263209629032
2089,2089,"(12, 5, 3, 3)",23,0.7853981633974483,0.24005863003123257,0.22827763393207373
2090,2090,"(12, 5, 2, 2, 2)",23,0.7853981633974481,0.3247298630455573,-0.19917361877492112
2091,2091,"(12, 5, 1, 1, 1, 1, 1, 1)",23,0.7853981633974482,0.4475652560947827,-0.16626592884342095
2092,2092,"(12, 4, 4, 3)",23,0.7853981633974483,0.2781738465271676,0.10470634255898009
2093,2093,"(12, 4, 4, 1, 1, 1)",23,0.7853981633974482,0.32896417095773156,-0.16797397042300055
2094,2094,"(12, 4, 1, 1, 1, 1, 1, 1, 1)",23,0.7853981633974483,0.438336719405676,0.1741334364533449
2095,2095,"(12, 3, 3, 3, 2)",23,0.7853981633974481,0.23250244461199898,-0.11027781709330853
2096,2096,"(12, 3, 3, 3, 1, 1)",23,0.7853981633974482,0.23761086931778497,-0.16972614985672685
2097,2097,"(12, 3, 3, 1, 1, 1, 1, 1)",23,0.7853981633974482,0.31932284088751484,-0.18111761061948428
2098,2098,"(12, 3, 2, 2, 2, 2)",23,0.7853981633974482,0.2752874285531819,-0.259308145629328
2099,2099,"(12, 3, 1, 1, 1, 1, 1, 1, 1, 1)",23,0.7853981633974482,0.4105173155652784,-0.1828096368109593
2100,2100,"(12, 2, 2, 2, 2, 2, 1)",23,0.7853981633974483,0.15902527035196812,0.1178142415170278
2101,2101,"(12, 2, 2, 2, 2, 1, 1, 1)",23,0.7853981633974481,0.17841339169906156,-0.17146169215402907
2102,2102,"(12, 2, 2, 2, 1, 1, 1, 1, 1)",23,0.7853981633974482,0.2102572612611402,-0.18297015296123842
2103,2103,"(12, 2, 2, 1, 1, 1, 1, 1, 1, 1)",23,0.7853981633974483,0.2592577148716604,0.1867265504661848
2104,2104,"(12, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",23,0.7853981633974483,0.3430267341720885,0.19149382515987057
