index,entry,diagram,layer,qubit,theta,phi,lambda,cos_phi,sin_phi,cos_lambda,sin_lambda,cos_theta,sin_theta,weyl_a,weyl_b,weyl_c
0,0,"(3, 2, 1)",1,0,2.961007438698898,5.325229597259059,3.141592654649962,0.5751934516977262,-0.8180174161495924,-1.0,-1.0601687191398564e-09,-0.9837387535501704,0.17960530271558592,0.7853981633974483,0.2526802551420788,0.08885530042255585
1,0,"(3, 2, 1)",1,1,3.8122244156081817,3.0115814005664707,-0.16536877964544844,-0.9915604348759768,0.12964530068060248,0.9863577153556624,-0.16461609082455486,-0.7834291941256658,-0.621481051836345,0.7853981633974483,0.2526802551420788,0.08885530042255585
2,0,"(3, 2, 1)",3,0,0.9036859686206695,0.054760076294840476,7.241141018390537,0.9985010416512068,0.05473271253514756,0.5751934506421374,0.8180174168918355,0.6187184336949983,0.785612818000068,0.7853981633974483,0.2526802551420788,0.08885530042255585
3,0,"(3, 2, 1)",3,1,1.4407807607318521,2.9828104584569415,6.655606026314564,-0.9874205697621342,0.15811583858242093,0.9314492454029241,0.36387127289513177,0.129649577318939,0.9915598757014226,0.7853981633974483,0.2526802551420788,0.08885530042255585
4,0,"(3, 2, 1)",5,0,3.943122647954694,2.480064333657581e-10,3.086832577298716,1.0,2.480064333657581e-10,-0.9985010416514127,0.05473271253138978,-0.695608343544466,-0.7184212081998445,0.7853981633974483,0.2526802551420788,0.08885530042255585
5,0,"(3, 2, 1)",5,1,-0.5649872586930519,3.843366205922623,-0.6200320463228727,-0.7636984312008205,-0.6455731609828631,0.813859836204269,-0.58106124205075,0.8445954222520541,-0.5354050548051208,0.7853981633974483,0.2526802551420788,0.08885530042255585
6,1,"(4, 2, 1)",1,0,4.712388987931328,0.29576312202791416,1.5707963261029931,0.9565799937591746,0.29146992218700296,6.919034846766133e-10,1.0,7.546637797495797e-09,-1.0,0.7853981633974483,0.2575328339591237,0.1571025538924139
7,1,"(4, 2, 1)",1,1,6.132150264582445,1.5707963272558132,2.2731563106065516e-09,-4.6091657695736125e-10,1.0,1.0,2.2731563106065516e-09,0.9886158734892168,-0.1504614724278374,0.7853981633974483,0.2575328339591237,0.1571025538924139
8,1,"(4, 2, 1)",3,0,1.2994312274402349,1.1132091929287287,0.9484592122188847,0.4417847620227743,0.8971210754655587,0.5829356991731984,0.812518289412278,0.2680468307824089,0.9634058835753011,0.7853981633974483,0.2575328339591237,0.1571025538924139
9,1,"(4, 2, 1)",3,1,2.2377453995789267,7.0863386889978655,-1.342451402582081,0.694441151482768,0.7195495029025364,0.22636572034914748,-0.9740423813422142,-0.6185917177782986,0.7857125980255718,0.7853981633974483,0.2575328339591237,0.1571025538924139
10,1,"(4, 2, 1)",5,0,1.5707963248004895,1.570796327974113,4.465051800480461,-1.1792164409905174e-09,1.0,-0.24482304571387525,-0.9695677780781402,1.9944071451596255e-09,1.0,0.7853981633974483,0.2575328339591237,0.1571025538924139
11,1,"(4, 2, 1)",5,1,7.455184562237145,9.424777955791047,4.712388982745925,-1.0,4.978332780368891e-09,2.3612354677520584e-09,-1.0,0.38831009052331616,0.9215287698155571,0.7853981633974483,0.2575328339591237,0.1571025538924139
12,2,"(3, 2, 1, 1)",1,0,2.8558758014598653,6.8100682614754895,3.1415927423692915,0.8643786469904473,0.502841480614879,-0.9999999999999961,-8.877949829699086e-08,-0.9594598577828533,0.28184531449592526,0.7853981633974482,0.2575328339591234,-0.13568254977480887
13,2,"(3, 2, 1, 1)",1,1,1.918459060515996,2.3083519893769298,1.8710069742138804,-0.6724808327337441,0.7401145381667151,-0.2957214392690859,0.9552742173620202,-0.3407013086963995,0.9401715897922893,0.7853981633974482,0.2575328339591234,-0.13568254977480887
14,2,"(3, 2, 1, 1)",3,0,2.2483433989704436,2.693513581877051,5.756302444203713,-0.9012809781284291,0.4332350383612365,0.8643786929099424,-0.5028414016797936,-0.6268838044965468,0.7791127618387054,0.7853981633974482,0.2575328339591234,-0.13568254977480887
15,2,"(3, 2, 1, 1)",3,1,8.447053189489186,2.0994211472710473,3.8043073616845935,-0.5043463489507081,0.8635014535599177,-0.7883248892832301,-0.6152591884210938,-0.5589106748458627,0.8292278682867227,0.7853981633974482,0.2575328339591234,-0.13568254977480887
16,2,"(3, 2, 1, 1)",5,0,0.7954639301485081,-1.866863042776715e-08,3.589671743139226,0.9999999999999998,-1.866863042776715e-08,-0.9012809704009497,-0.4332350544371063,0.69995350784311,0.7141884113160374,0.7853981633974482,0.2575328339591234,-0.13568254977480887
17,2,"(3, 2, 1, 1)",5,1,10.277067649731096,1.3048483522237615,1.1784346091982314,0.26282403347899463,0.9648437839494186,0.38237172680463716,0.9240085835859102,-0.6582612188992594,-0.752789590585086,0.7853981633974482,0.2575328339591234,-0.13568254977480887
