n,weyl_b,weyl_abs_c
2673,0.009519226075361209,0.005714858391588251
2683,0.009501750222523087,0.005703955652442083
2693,0.009484370768360562,0.0056931145905601
2703,0.009467086828035931,0.005682334628406949
2713,0.009449897528054252,0.005671615195980806
2723,0.009432802006076713,0.005660955730679262
2733,0.009415799410737447,0.00565035567718386
2743,0.009398888901465896,0.00563981448733486
2753,0.00938206964830951,0.005629331620014888
2763,0.009365340831763047,0.005618906541035251
2773,0.0093487016425996,0.005608538723016032
2783,0.009332151281705281,0.00559822764528306
2793,0.009315688959917245,0.005587972793752449
2803,0.00929931389786448,0.005577773660828456
2813,0.009283025325813099,0.005567629745294234
2823,0.009266822483512072,0.005557540552212359
2833,0.009250704620043959,0.0055475055928253525
2843,0.009234670993678806,0.0055375243844535404
2853,0.009218720871729424,0.005527596450397354
2863,0.009202853530409116,0.0055177213198494
2873,0.009187068254694508,0.0055078985277949855
2883,0.009171364338188992,0.005498127614920634
2893,0.009155741082988722,0.005488408127529709
2903,0.00914019779955244,0.005478739617450934
2913,0.009124733806572527,0.0054691216419504585
2923,0.00910934843084904,0.005459553763653702
2933,0.009094041007166154,0.005450035550454757
2943,0.009078810878170529,0.005440566575441785
2953,0.009063657394251967,0.005431146416812638
2963,0.009048579913427168,0.0054217746577975845
2973,0.009033577801223935,0.005412450886584708
2983,0.009018650430569208,0.0054031746962417415
2993,0.009003797181678153,0.005393945684643242
3003,0.00898901744194569,0.005384763454396868
3013,0.008974310605839197,0.005375627612774103
3023,0.008959676074794476,0.0053665377716392015
3033,0.00894511325711328,0.005357493547379022
3043,0.008930621567860841,0.005348494560838191
3053,0.008916200428768062,0.005339540437248935
3063,0.008901849268133755,0.005330630806172465
3073,0.00888756752072889,0.005321765301427028
3083,0.008873354627702112,0.005312943561031069
3093,0.00885921003648854,0.0053041652271410555
3103,0.00884513320071817,0.005295429945988417
3113,0.008831123580126998,0.005286737367820038
3123,0.00881718064046988,0.005278087146844079
3133,0.008803303853434086,0.0052694789411678045
3143,0.008789492696555046,0.0052609124127434015
3153,0.008775746653133243,0.005252387227313804
3163,0.008762065212152392,0.005243903054354959
3173,0.008748447868199838,0.005235459567025202
3183,0.008734894121387338,0.005227056442111966
3193,0.008721403477273626,0.0052186933599811525
3203,0.008707975446788141,0.0052103700045238455
3213,0.008694609546156529,0.005202086063109235
3223,0.00868130529682698,0.005193841226533991
3233,0.008668062225397899,0.005185635188974302
3243,0.008654879863546627,0.005177467647940581
3253,0.00864175774796,0.0051693383042259455
3263,0.008628695420264731,0.00516124686186803
3273,0.008615692426961197,0.005153193028096581
3283,0.00860274831935548,0.005145176513295269
3293,0.008589862653495262,0.005137197030952834
3303,0.008577034990104704,0.005129254297625785
