index,entry,diagram,layer,qubit,theta,phi,lambda,cos_phi,sin_phi,cos_lambda,sin_lambda,cos_theta,sin_theta
0,0,"(3, 2, 1)",1,0,0.18058521427113997,4.5796399139710715,-6.283185308014579,-0.1323595188393004,-0.9912017745003431,1.0,-8.349922746422825e-10,0.9837387536614817,0.17960530210590867
1,0,"(3, 2, 1)",1,1,4.659077749010523,0.905728177643357,1.5290306737396107,0.6171127590063779,0.7868747312447746,0.041753511657150674,0.9991279418894741,-0.05328598243267443,-0.9985792928336661
2,0,"(3, 2, 1)",3,0,0.9036859687713942,-3.2117703393644903,7.986730701235631,-0.9975385566568743,0.07012009685475391,-0.13235951967937318,0.9912017743881645,0.6187184335765871,0.7856128180933242
3,0,"(3, 2, 1)",3,1,8.828368805577426,4.593546452989699,3.221231541807006,-0.11856297855571916,-0.9929465343692963,-0.9968304994472746,-0.07955473192524073,-0.8273578330447526,0.5616751873632048
4,0,"(3, 2, 1)",5,0,5.481655313025737,15.707963268074744,-6.213007621559187,-1.0,-1.2577788640401397e-10,0.9975385566676936,0.07012009670083572,0.6956083436960897,-0.7184212080530354
5,0,"(3, 2, 1)",5,1,2.108317686722525,4.419657163660741,1.0387692581228682,-0.2885689014889185,-0.9574591318137181,0.5072812705699731,0.8617805477782112,-0.5120084633852325,0.8589804033980595
6,1,"(4, 2, 1)",1,0,4.712389064798516,4.969782857847576,1.570796353655943,0.2545611510124693,-0.9670566789982926,-2.6861046436950985e-08,0.9999999999999997,8.44138259676223e-08,-0.9999999999999964
7,1,"(4, 2, 1)",1,1,3.0005898408815046,1.5707965620615425,3.141592823076072,-2.3526664588140996e-07,0.9999999999999724,-0.9999999999999857,-1.6948627866685595e-07,-0.9900755627303096,0.1405360454981592
8,1,"(4, 2, 1)",3,0,4.983754080501239,4.186848148067265,2.557624792362262,-0.5016809265013559,-0.8650527428918662,-0.8342815880974216,0.5513385817822332,0.2680468315164155,-0.9634058833710797
9,1,"(4, 2, 1)",3,1,5.515120088932063,-0.11829880876418922,2.720593132367985,0.9930108524941208,-0.11802307752681035,-0.9126809190465539,0.4086729009958182,0.7192561948216317,-0.69474493608137
10,1,"(4, 2, 1)",5,0,1.5707962695630864,1.5707962670272626,4.533005500535782,5.976763401433289e-08,0.9999999999999982,-0.17842297997781129,-0.983953881142728,5.723181024114639e-08,0.9999999999999983
11,1,"(4, 2, 1)",5,1,6.255700998345026,6.283183680582851,7.853983187859397,0.9999999999986771,-1.6265967357708874e-06,-1.553884913767146e-06,0.9999999999987927,0.9996223301587559,-0.02748084874925185
12,2,"(3, 2, 1, 1)",1,0,2.855875800396516,-1.0497059772954098,-3.141592652618577,0.4978260685035189,-0.8672768909168108,-1.0,-9.712161189794092e-10,-0.9594598574831532,0.2818453155161663
13,2,"(3, 2, 1, 1)",1,1,0.6848435233277359,9.393750701431378,-6.243133790541829,-0.9995186932033145,0.031022281301324017,0.9991980452190149,0.04004080956348864,0.7745180361782028,0.6325518252559708
14,2,"(3, 2, 1, 1)",3,0,0.8932492564942258,2.547614665220941,4.191298631817299,-0.8287209127025891,0.5596620845201037,-0.49782606769513393,-0.8672768913808323,0.6268838030358069,0.7791127630140349
15,2,"(3, 2, 1, 1)",3,1,10.680729877205483,6.298209903494066,6.253887426957773,0.9998871328760219,0.015024031049234643,0.999570847806035,-0.029293689018701927,-0.3096685334107043,-0.9508445716389528
16,2,"(3, 2, 1, 1)",5,0,3.9370565888723523,6.283185307037445,3.7355706418696983,1.0,-1.4214165468290878e-10,-0.8287209127523695,-0.5596620844463912,-0.6999535041764302,-0.7141884149096344
17,2,"(3, 2, 1, 1)",5,1,0.2940882998752899,6.406617053448717,-0.1181827213451213,0.9923919686499342,0.12311856301593195,0.9930245467975,-0.11790780066484025,0.9570668121963455,0.289867412780956
