diagram,gate_index,qubits,theta,phi,lambda
"[6, 3, 3, 1, 1, 1, 1]",6,[0],3.0816166133206533,7.559957879777261e-08,0.0
"[6, 3, 3, 1, 1, 1, 1]",7,[1],0.6153827175190946,-5.69938398617401e-09,6.979812642795252e-09
"[6, 3, 1, 1, 1, 1, 1, 1, 1]",0,[0],0.6116876836543137,-3.1415926533399103,-2.1234103364520251e-10
"[6, 3, 1, 1, 1, 1, 1, 1, 1]",1,[1],0.6102887398950523,-2.1782509129764094e-10,-3.141592653530049
"[6, 3, 1, 1, 1, 1, 1, 1, 1]",3,[0],0.860723012212578,3.1415926485403287,-3.1415926535897936
"[6, 3, 1, 1, 1, 1, 1, 1, 1]",4,[1],1.9965658337083874,-3.1415926545507804,3.14159265126307
"[6, 3, 1, 1, 1, 1, 1, 1, 1]",6,[0],0.057293800669487416,-3.141592648576594,3.1415926535897936
"[6, 3, 1, 1, 1, 1, 1, 1, 1]",7,[1],2.526985189733126,3.1415926505796667,3.1415926499054274
"[6, 2, 2, 2, 2, 1, 1]",0,[0],2.035080008877532,-3.14159264853002,-3.1415926574032635
"[6, 2, 2, 2, 2, 1, 1]",1,[1],0.6981419342255986,-3.141592648413455,3.1415926497832305
"[6, 2, 2, 2, 2, 1, 1]",3,[0],1.3292236596721063,-1.6667848479201552e-07,3.141592653589793
"[6, 2, 2, 2, 2, 1, 1]",4,[1],1.931988776699566,-3.141592652096671,-3.141592649364653
"[6, 2, 2, 2, 2, 1, 1]",6,[0],3.115056787099948,6.283185142194239,0.0
"[6, 2, 2, 2, 2, 1, 1]",7,[1],2.6439040004904344,-3.1415926634743165,-1.124918025396937e-08
"[6, 2, 2, 2, 1, 1, 1, 1]",0,[0],1.0627416494863584,-3.1415926538110055,2.793018039071171e-09
"[6, 2, 2, 2, 1, 1, 1, 1]",1,[1],2.3325215246790423,-3.182061081977444e-09,2.942905690109189e-10
"[6, 2, 2, 2, 1, 1, 1, 1]",3,[0],1.9070092654701694,-2.3011209826379674e-08,-1.6543612251060553e-24
"[6, 2, 2, 2, 1, 1, 1, 1]",4,[1],1.185147557164362,1.9820651786517374e-09,3.1415926483205903
"[6, 2, 2, 2, 1, 1, 1, 1]",6,[0],3.0004901568803013,6.283185283565403,0.0
"[6, 2, 2, 2, 1, 1, 1, 1]",7,[1],0.4708887184987291,1.090067880404888e-08,3.1415926413578568
"[6, 2, 2, 1, 1, 1, 1, 1, 1]",0,[0],0.9724182214860718,3.1415926538475523,-1.8642576371519226e-10
"[6, 2, 2, 1, 1, 1, 1, 1, 1]",1,[1],0.8332172379780476,-2.603872673034857e-10,-3.14159265350481
"[6, 2, 2, 1, 1, 1, 1, 1, 1]",3,[0],1.129471178995827,3.141592651460307,-3.141592653589793
"[6, 2, 2, 1, 1, 1, 1, 1, 1]",4,[1],1.9786420250182541,3.141592653430261,3.141592653187578
"[6, 2, 2, 1, 1, 1, 1, 1, 1]",6,[0],0.15992606175224403,-3.141592651510176,-3.1415926535897936
"[6, 2, 2, 1, 1, 1, 1, 1, 1]",7,[1],2.6830353128764215,3.1415926528162568,3.141592652727138
"[6, 2, 1, 1, 1, 1, 1, 1, 1, 1]",0,[0],2.350191499933127,-3.9022785003339777e-10,3.1415926531829927
"[6, 2, 1, 1, 1, 1, 1, 1, 1, 1]",1,[1],2.3420225450432164,-3.1415926530333618,1.703781560280504e-10
"[6, 2, 1, 1, 1, 1, 1, 1, 1, 1]",3,[0],2.1864618739805457,-3.7028564658925234e-09,-3.141592653589793
"[6, 2, 1, 1, 1, 1, 1, 1, 1, 1]",4,[1],1.1262962825887375,3.141592653920112,3.141592652821622
"[6, 2, 1, 1, 1, 1, 1, 1, 1, 1]",6,[0],0.10835132380363025,-3.14159264992763,-3.141592653589793
"[6, 2, 1, 1, 1, 1, 1, 1, 1, 1]",7,[1],0.4686613750579883,-1.4062107034362725e-09,3.141592655165956
"[5, 5, 4, 2]",0,[0],0.6237755117379672,-8.346612544150094e-10,1.4971452057115786e-09
"[5, 5, 4, 2]",1,[1],3.02571745392519,-3.1415926538230448,3.141592653016949
"[5, 5, 4, 2]",3,[0],1.5320312705575334,-6.283185304558536,0.0
"[5, 5, 4, 2]",4,[1],2.101169940535226,-4.33751257133963e-10,6.283185306322126
"[5, 5, 4, 2]",6,[0],0.13498998272921647,-2.6883584247627823e-09,3.141592653589793
"[5, 5, 4, 2]",7,[1],0.8858468463980756,1.174673913695301e-09,3.141592651732995
"[5, 5, 4, 1, 1]",0,[0],2.536703034521308,-1.4421797089880783e-11,3.1415926535715033
"[5, 5, 4, 1, 1]",1,[1],0.02406963936674764,-3.1415926530665694,-3.141592654074739
"[5, 5, 4, 1, 1]",3,[0],1.2468830094921501,3.141592653440598,0.0
"[5, 5, 4, 1, 1]",4,[1],1.1121779145620054,-6.439173857301867e-11,1.454491223893067e-10
"[5, 5, 4, 1, 1]",6,[0],2.9760915037778917,-1.496860179621787e-10,0.0
"[5, 5, 4, 1, 1]",7,[1],0.8685333241460992,-2.8252422623609164e-10,3.1415926540271735
"[5, 5, 3, 1, 1, 1]",0,[0],0.6629671909153735,-1.7713294708447537e-08,2.2448346614571536e-08
"[5, 5, 3, 1, 1, 1]",1,[1],2.8837254975732387,6.283185297957377,4.438319933797175e-09
"[5, 5, 3, 1, 1, 1]",3,[0],1.0653005818027521,3.1415927620287687,0.0
"[5, 5, 3, 1, 1, 1]",4,[1],1.0339766607115168,8.754064584337584e-09,3.1415926364721383
"[5, 5, 3, 1, 1, 1]",6,[0],0.12537402948081444,3.1415925443076556,3.1415926535897936
"[5, 5, 3, 1, 1, 1]",7,[1],2.409431811206963,3.1415926764631488,-3.141592622834944
"[5, 5, 2, 2, 1, 1]",0,[0],1.011249797820702,3.1415926512466825,3.858571906434349e-09
"[5, 5, 2, 2, 1, 1]",1,[1],2.694383208350433,6.283185304931157,7.316192096595842e-10
"[5, 5, 2, 2, 1, 1]",3,[0],1.8558736555789017,-1.7050690810105668e-08,0.0
"[5, 5, 2, 2, 1, 1]",4,[1],1.0735629381359877,2.5406625692170337e-09,3.1415926482634093
"[5, 5, 2, 2, 1, 1]",6,[0],2.968053233321354,6.283185289957146,0.0
"[5, 5, 2, 2, 1, 1]",7,[1],0.5852760628252249,8.776143589628305e-09,3.14159264306128
"[5, 5, 2, 1, 1, 1, 1]",0,[0],2.3005239830218773,-9.826388591704927e-10,3.1415926519686885
"[5, 5, 2, 1, 1, 1, 1]",1,[1],2.6356005651233594,-3.14159265160354,5.777873735013372e-10
"[5, 5, 2, 1, 1, 1, 1]",3,[0],2.0673868107275637,3.14159264649509,-3.1415926535897936
"[5, 5, 2, 1, 1, 1, 1]",4,[1],2.1456524607095915,-3.1415926549990814,-2.591966197229567e-09
"[5, 5, 2, 1, 1, 1, 1]",6,[0],0.20280219279541276,3.1415926608747737,0.0
"[5, 5, 2, 1, 1, 1, 1]",7,[1],2.5757969681653488,3.141592649818054,3.1415926491217676
"[5, 4, 4, 3]",0,[0],0.8173530268254019,2.750599747969318e-10,6.283185306592989
"[5, 4, 4, 3]",1,[1],0.17592847032263428,-3.1415926524840487,-3.1415926542742443
"[5, 4, 4, 3]",3,[0],1.712740429850695,-4.251403673549703e-09,3.141592653589793
"[5, 4, 4, 3]",4,[1],2.110070791500832,-1.9779511362116864e-10,6.283185306794406
"[5, 4, 4, 3]",6,[0],0.13324797006252417,-6.283185302917683,0.0
"[5, 4, 4, 3]",7,[1],2.343271356847225,-3.1415926541452275,-7.958540493291366e-10
"[5, 4, 4, 1, 1, 1]",0,[0],0.7048666089401839,3.1415926535449055,8.805622897511967e-12
"[5, 4, 4, 1, 1, 1]",1,[1],0.28245013237611716,8.053713251854333e-11,-3.141592653597793
"[5, 4, 4, 1, 1, 1]",3,[0],1.8887742864739103,-3.1415926540764314,0.0
"[5, 4, 4, 1, 1, 1]",4,[1],1.249212675685538,-4.441780276920326e-12,-6.283185307165533
"[5, 4, 4, 1, 1, 1]",6,[0],2.9119928890260303,-4.823453788888998e-10,0.0
"[5, 4, 4, 1, 1, 1]",7,[1],2.3487147314146037,-3.1415926535717222,2.574918056552633e-11
"[5, 4, 1, 1, 1, 1, 1, 1, 1]",0,[0],2.5880794068283164,3.141592645217436,3.1415926522774784
"[5, 4, 1, 1, 1, 1, 1, 1, 1]",1,[1],0.3380987292477662,-3.141592633815813,3.1415926408200954
"[5, 4, 1, 1, 1, 1, 1, 1, 1]",3,[0],2.1363848881849945,-6.283185291866706,0.0
"[5, 4, 1, 1, 1, 1, 1, 1, 1]",4,[1],1.1896208405748496,1.3597540949666443e-10,-3.655136555059976e-10
"[5, 4, 1, 1, 1, 1, 1, 1, 1]",6,[0],0.28445692941433026,3.1415926330527797,-3.1415926535897936
"[5, 4, 1, 1, 1, 1, 1, 1, 1]",7,[1],2.3374009810591274,-3.14159265723855,3.1415926483298966
"[5, 3, 3, 3, 2]",0,[0],2.175685945878928,3.141592656764984,-3.1415926494043678
"[5, 3, 3, 3, 2]",1,[1],0.32400073833023896,3.1415926444304194,-3.1415926517844204
"[5, 3, 3, 3, 2]",3,[0],1.5479786004310327,3.141592610073525,3.141592653589793
"[5, 3, 3, 3, 2]",4,[1],2.029414739037035,3.141592651756134,3.1415926494478934
"[5, 3, 3, 3, 2]",6,[0],2.976091503771445,3.1415926094456763,0.0
"[5, 3, 3, 3, 2]",7,[1],2.4469918356910787,-3.1415926471544453,8.375986126907264e-09
"[5, 3, 3, 3, 1, 1]",0,[0],0.88468037535354,3.141592623046164,5.645900835737905e-08
"[5, 3, 3, 3, 1, 1]",1,[1],2.713053745168947,-3.6333231779442646e-08,7.510502801436648e-09
"[5, 3, 3, 3, 1, 1]",3,[0],1.8572553590688392,-8.247403316299646e-07,-1.0587911840678754e-22
"[5, 3, 3, 3, 1, 1]",4,[1],1.2342640455412155,1.9110593774129825e-08,3.141592595716764
"[5, 3, 3, 3, 1, 1]",6,[0],3.0900569869846053,6.283184479619205,0.0
"[5, 3, 3, 3, 1, 1]",7,[1],0.6526656052624954,9.150794588741462e-08,3.14159253840835
"[5, 3, 3, 1, 1, 1, 1, 1]",0,[0],0.7989686748469446,-3.1415926831395895,3.870441500630761e-08
"[5, 3, 3, 1, 1, 1, 1, 1]",1,[1],2.576917503114212,-3.141592669348853,6.86796730597905e-09
"[5, 3, 3, 1, 1, 1, 1, 1]",3,[0],1.1079787578727716,3.141592769895703,0.0
"[5, 3, 3, 1, 1, 1, 1, 1]",4,[1],1.952050440962679,-3.1415926681281596,3.1415926145170743
"[5, 3, 3, 1, 1, 1, 1, 1]",6,[0],0.19705262358254738,3.1415925361741643,0.0
"[5, 3, 3, 1, 1, 1, 1, 1]",7,[1],0.6197330088995876,6.49401408203687e-08,6.283185227403832
"[5, 3, 2, 2, 2, 2]",0,[0],0.7464392203256858,3.904173191377432e-09,-2.9247432164203877e-09
"[5, 3, 2, 2, 2, 2]",1,[1],0.5087687667257466,-3.668179981985986e-09,3.1415926547695734
"[5, 3, 2, 2, 2, 2]",3,[0],1.1998940260656985,6.2831849022099435,0.0
"[5, 3, 2, 2, 2, 2]",4,[1],2.154019067231262,-1.8246486543915807e-09,3.141592650276568
"[5, 3, 2, 2, 2, 2]",6,[0],0.011894239295298337,-3.1415922492426613,3.141592653589793
"[5, 3, 2, 2, 2, 2]",7,[1],2.44091109396854,3.1415926497964812,-4.962450894652193e-09
"[5, 3, 1, 1, 1, 1, 1, 1, 1, 1]",0,[0],0.6240154794505872,4.351632433536326e-09,6.550535378748429e-09
"[5, 3, 1, 1, 1, 1, 1, 1, 1, 1]",1,[1],2.588241744235008,3.1415926444551916,-4.773559547643913e-09
"[5, 3, 1, 1, 1, 1, 1, 1, 1, 1]",3,[0],0.9088683029999614,-3.1415926382563697,-3.141592653589793
"[5, 3, 1, 1, 1, 1, 1, 1, 1, 1]",4,[1],1.9996591239888017,-1.9067241119330447e-09,3.1415926490045236
"[5, 3, 1, 1, 1, 1, 1, 1, 1, 1]",6,[0],0.1669153588356071,3.1415926314840297,-3.141592653589793
"[5, 3, 1, 1, 1, 1, 1, 1, 1, 1]",7,[1],0.6309370386259068,4.62928317901401e-09,3.141592647856758
"[5, 2, 2, 2, 2, 2, 1]",0,[0],2.017646556936359,2.979489988064188e-10,-3.1415926531813785
"[5, 2, 2, 2, 2, 2, 1]",1,[1],0.48839995500050043,3.1415926527889244,3.141592653645131
"[5, 2, 2, 2, 2, 2, 1]",3,[0],1.4474214615104883,-1.0809169999160996e-08,0.0
"[5, 2, 2, 2, 2, 2, 1]",4,[1],1.88239263974012,-1.8747625674109258e-10,-3.141592654201305
"[5, 2, 2, 2, 2, 2, 1]",6,[0],3.064249486119577,3.141592642768642,0.0
"[5, 2, 2, 2, 2, 2, 1]",7,[1],2.6338974991134263,-3.1415926523698374,-3.1415926521937507
"[5, 2, 2, 2, 2, 1, 1, 1]",0,[0],2.024471384428901,6.712050915069767e-10,-3.1415926532358585
"[5, 2, 2, 2, 2, 1, 1, 1]",1,[1],0.7277777253189734,3.1415926525947273,-3.1415926536255268
"[5, 2, 2, 2, 2, 1, 1, 1]",3,[0],1.3352315245378894,6.000084644518077e-09,0.0
"[5, 2, 2, 2, 2, 1, 1, 1]",4,[1],1.214437903053654,1.394213633432173e-10,6.2831853067799415
"[5, 2, 2, 2, 2, 1, 1, 1]",6,[0],2.9662721974240807,6.206113400963886e-09,3.141592653589793
"[5, 2, 2, 2, 2, 1, 1, 1]",7,[1],0.4778930757885492,7.735032614419879e-10,3.141592652718698
"[5, 2, 2, 2, 1, 1, 1, 1, 1]",0,[0],1.0665929732045274,1.3153774290708445e-08,-2.6086159737315003e-08
"[5, 2, 2, 2, 1, 1, 1, 1, 1]",1,[1],2.352873832019938,1.633485855399824e-08,-2.8861688823464448e-09
"[5, 2, 2, 2, 1, 1, 1, 1, 1]",3,[0],1.2542374101375164,-7.959162729707674e-08,0.0
"[5, 2, 2, 2, 1, 1, 1, 1, 1]",4,[1],1.1951970010151505,-1.742111988001227e-08,3.141592701080765
"[5, 2, 2, 2, 1, 1, 1, 1, 1]",6,[0],0.23768923268549977,-3.141592571930771,0.0
"[5, 2, 2, 2, 1, 1, 1, 1, 1]",7,[1],2.679410354652818,-3.141592754266838,3.1415925411117223
"[5, 2, 2, 1, 1, 1, 1, 1, 1, 1]",0,[0],0.976370953866559,-3.141592668317524,2.7936945867779173e-08
"[5, 2, 2, 1, 1, 1, 1, 1, 1, 1]",1,[1],2.3434238059599393,-1.7843881284354826e-08,3.7244514322877486e-09
"[5, 2, 2, 1, 1, 1, 1, 1, 1, 1]",3,[0],1.1524583244802244,8.595111022913215e-08,3.141592653589793
"[5, 2, 2, 1, 1, 1, 1, 1, 1, 1]",4,[1],1.972269709744722,3.1415926342636826,-4.945585319049428e-08
"[5, 2, 2, 1, 1, 1, 1, 1, 1, 1]",6,[0],0.2407759387132835,3.141592564739235,3.141592653589793
"[5, 2, 2, 1, 1, 1, 1, 1, 1, 1]",7,[1],0.45566604120913634,1.0577863635104175e-07,-1.1779776246035589e-07
"[5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,[0],0.7974550281563224,-9.010588170246199e-09,7.525436917385214e-09
"[5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,[1],0.7605006120386892,-3.141592652218079,-3.1415926525985682
"[5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,[0],2.1640916385267928,-1.790144717306993e-08,1.6543612251060553e-24
"[5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",4,[1],1.1213861629825284,3.1415926492158452,-3.141592643521649
"[5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",6,[0],2.9619328813312964,-1.6072846935615876e-08,1.6543612251060553e-24
"[5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",7,[1],2.6750142642362373,3.1415926746150737,-3.141592630048216
"[4, 4, 4, 3, 1]",0,[0],0.7534432999726335,3.1415926554302445,-2.6672755115697555e-09
"[4, 4, 4, 3, 1]",1,[1],2.997453680286687,2.544896959832954e-09,3.1415926518625756
"[4, 4, 4, 3, 1]",3,[0],1.3966553974392182,6.28318526956556,0.0
"[4, 4, 4, 3, 1]",4,[1],2.110070791506937,3.1415926547238904,-3.1415926513812877
"[4, 4, 4, 3, 1]",6,[0],0.1332479700591107,-3.141592615717518,-3.141592653589793
"[4, 4, 4, 3, 1]",7,[1],0.7976179571022408,-2.3669251841369125e-09,3.3890026040467725e-09
"[4, 4, 4, 2, 1, 1]",0,[0],0.9105061438918399,-6.283185303265947,-2.80624590232037e-09
"[4, 4, 4, 2, 1, 1]",1,[1],0.21556325840837728,-8.147607921671352e-09,3.141592660303484
"[4, 4, 4, 2, 1, 1]",3,[0],1.223253626847742,6.28318530022336,0.0
"[4, 4, 4, 2, 1, 1]",4,[1],2.215883564165155,-2.761143758078788e-09,3.1415926489975927
"[4, 4, 4, 2, 1, 1]",6,[0],0.2697241298516817,-3.1415926472170534,3.141592653589793
"[4, 4, 4, 2, 1, 1]",7,[1],2.5023075633296887,-3.1415926583299205,-5.9065354829357375e-09
"[4, 4, 3, 3, 2]",0,[0],0.9470208151251186,3.141592655548998,-3.2057987375821995e-09
"[4, 4, 3, 3, 2]",1,[1],0.03902650584679051,-3.1415925688630986,3.1415925702953467
"[4, 4, 3, 3, 2]",3,[0],1.4550085720156913,-1.1292450974309531e-08,3.141592653589793
"[4, 4, 3, 3, 2]",4,[1],1.0404227130735502,8.179454891177329e-10,-3.1415926552067477
"[4, 4, 3, 3, 2]",6,[0],3.006602670758236,-1.1440744795976343e-08,3.141592653589793
"[4, 4, 3, 3, 2]",7,[1],2.4521322121939084,-3.141592658572521,-6.457745671539783e-09
"[4, 4, 3, 3, 1, 1]",0,[0],0.8570719479830361,-2.2108117626901654e-10,2.0257282450058565e-10
"[4, 4, 3, 3, 1, 1]",1,[1],0.13604176426912287,3.1415926533845333,-3.141592653355951
"[4, 4, 3, 3, 1, 1]",3,[0],1.415454625024656,-3.1415926534809246,3.141592653589793
"[4, 4, 3, 3, 1, 1]",4,[1],1.9809099075367917,6.952361640272091e-11,1.7436986126558524e-10
"[4, 4, 3, 3, 1, 1]",6,[0],0.3473322690188173,3.141592653490928,0.0
"[4, 4, 3, 3, 1, 1]",7,[1],2.4415288778404314,3.1415926538582744,3.5104696927135137e-10
"[4, 4, 3, 1, 1, 1, 1, 1]",0,[0],0.709454199746401,3.141592683366331,-2.6174569844883422e-08
"[4, 4, 3, 1, 1, 1, 1, 1]",1,[1],0.23880598773646286,3.1415926490763924,-3.14159265172612
"[4, 4, 3, 1, 1, 1, 1, 1]",3,[0],1.9874215412971783,-3.1415926403557073,3.141592653589793
"[4, 4, 3, 1, 1, 1, 1, 1]",4,[1],2.0864612746032205,-9.132241821616995e-09,-1.851955573098935e-08
"[4, 4, 3, 1, 1, 1, 1, 1]",6,[0],2.7183695602804536,-6.283185298077499,0.0
"[4, 4, 3, 1, 1, 1, 1, 1]",7,[1],0.6956857184798326,-2.1221242985092204e-08,-6.283185279533878
"[4, 4, 2, 2, 2, 1, 1]",0,[0],2.04269279893927,-4.109027784693353e-09,3.1415926436154833
"[4, 4, 2, 2, 2, 1, 1]",1,[1],2.7426495990922053,-6.283185294120708,1.1694378798665639e-09
"[4, 4, 2, 2, 2, 1, 1]",3,[0],1.42713802564765,3.408784521319319e-08,3.141592653589793
"[4, 4, 2, 2, 2, 1, 1]",4,[1],1.1495683033345374,6.819933827599182e-09,-1.6679489849917128e-08
"[4, 4, 2, 2, 2, 1, 1]",6,[0],2.813505654286252,-6.283185271017667,0.0
"[4, 4, 2, 2, 2, 1, 1]",7,[1],2.601618185970542,-3.141592683078926,-3.438076623396569e-08
"[4, 4, 2, 2, 1, 1, 1, 1]",0,[0],1.0287251047225914,-2.9135407420000092e-08,-6.283185263515923
"[4, 4, 2, 2, 1, 1, 1, 1]",1,[1],2.6467925339921496,-2.341155294140224e-08,9.391951859990801e-09
"[4, 4, 2, 2, 1, 1, 1, 1]",3,[0],1.8455552305605336,3.1415925766332933,3.141592653589793
"[4, 4, 2, 2, 1, 1, 1, 1]",4,[1],1.09498227277584,3.141592686034342,3.1415925827597904
"[4, 4, 2, 2, 1, 1, 1, 1]",6,[0],2.719693706855373,-8.208003901589517e-08,6.617444900424222e-24
"[4, 4, 2, 2, 1, 1, 1, 1]",7,[1],0.5221752347122478,1.2999928245831144e-07,-1.4998712206713072e-07
"[4, 4, 2, 1, 1, 1, 1, 1, 1]",0,[0],0.8600615888114186,6.283185290051774,7.947583924305945e-09
"[4, 4, 2, 1, 1, 1, 1, 1, 1]",1,[1],0.48863203737209315,-3.141592639789075,-3.1415926488985804
"[4, 4, 2, 1, 1, 1, 1, 1, 1]",3,[0],1.1050586944241603,8.118338645779488e-08,3.141592653589793
"[4, 4, 2, 1, 1, 1, 1, 1, 1]",4,[1],1.0070254031826202,-4.943761400255653e-09,3.141592662841236
"[4, 4, 2, 1, 1, 1, 1, 1, 1]",6,[0],0.3743651943400377,3.1415925753852374,3.141592653589793
"[4, 4, 2, 1, 1, 1, 1, 1, 1]",7,[1],0.5194567626850783,1.9775877379411562e-08,-2.2780933963786552e-08
"[4, 3, 3, 3, 1, 1, 1]",0,[0],0.8988508977359972,-2.4874950987907596e-09,-6.283185303939451
"[4, 3, 3, 3, 1, 1, 1]",1,[1],0.3835556396449078,3.141592646249912,-3.1415926471516493
"[4, 3, 3, 3, 1, 1, 1]",3,[0],1.7738329025019606,-6.2831853032451646,0.0
"[4, 3, 3, 3, 1, 1, 1]",4,[1],1.891340945976263,3.1415926543845147,2.522257291914798e-09
"[4, 3, 3, 3, 1, 1, 1]",6,[0],2.8141187291110454,4.213317279134608e-09,0.0
"[4, 3, 3, 3, 1, 1, 1]",7,[1],0.6550542088213535,5.118342194521119e-09,3.1415926471355107
"[4, 3, 3, 2, 2, 2]",0,[0],0.9359549229048777,5.164641618116306e-09,-5.469422064122604e-09
"[4, 3, 3, 2, 2, 2]",1,[1],0.41724470170815586,-9.449984794684951e-09,3.141592661595734
"[4, 3, 3, 2, 2, 2]",3,[0],1.6388052020046375,1.4575888274137583e-08,-3.141592653589793
"[4, 3, 3, 2, 2, 2]",4,[1],2.080400230515664,-3.1415926587108896,3.1415926430921193
"[4, 3, 3, 2, 2, 2]",6,[0],2.8876807901082637,-6.283185292471981,0.0
"[4, 3, 3, 2, 2, 2]",7,[1],0.6757209071883705,-1.1087341711402132e-08,-3.141592639379921
"[4, 3, 3, 1, 1, 1, 1, 1, 1]",0,[0],2.3261548882260965,-7.372582544462603e-10,3.1415926532803833
"[4, 3, 3, 1, 1, 1, 1, 1, 1]",1,[1],0.456016713925389,-3.1415926524589133,3.141592653398089
"[4, 3, 3, 1, 1, 1, 1, 1, 1]",3,[0],1.9207302886074855,2.023712086796081e-09,-3.141592653589793
"[4, 3, 3, 1, 1, 1, 1, 1, 1]",4,[1],1.9272221898286672,3.141592653601287,-3.1415926535568532
"[4, 3, 3, 1, 1, 1, 1, 1, 1]",6,[0],0.4112081902162336,-3.141592655971264,0.0
"[4, 3, 3, 1, 1, 1, 1, 1, 1]",7,[1],0.6566682449743174,-1.0335599043287402e-10,-6.2831853070490915
"[4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,[0],0.653023000515381,-8.516201521757694e-09,-6.283185297669942
"[4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,[1],2.7102118431097884,-2.6372515511549677e-09,1.88904100022281e-09
"[4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,[0],1.0290356545150958,1.284975026834211e-08,0.0
"[4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1]",4,[1],1.9862446742447215,-2.9445838592930137e-09,-7.295794218675158e-09
"[4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1]",6,[0],0.3655422900032376,3.14159264041685,0.0
"[4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1]",7,[1],0.6868985036950607,1.1303460389910924e-08,-3.141592668208545
"[4, 2, 2, 2, 2, 2, 1, 1]",0,[0],1.146633510080577,-2.890175332733033e-09,-1.9360843043285418e-09
"[4, 2, 2, 2, 2, 2, 1, 1]",1,[1],0.5794943966963494,6.713535283253691e-09,-3.141592655720409
"[4, 2, 2, 2, 2, 2, 1, 1]",3,[0],1.4462921339955392,-3.141592634038029,0.0
"[4, 2, 2, 2, 2, 2, 1, 1]",4,[1],1.249736542898832,1.5971976090489984e-09,-5.061272056960981e-09
"[4, 2, 2, 2, 2, 2, 1, 1]",6,[0],0.1982954895499513,-3.141592675060019,0.0
"[4, 2, 2, 2, 2, 2, 1, 1]",7,[1],0.4860644721224435,-1.2937327307957182e-08,1.4632036357140983e-08
"[4, 2, 2, 2, 2, 1, 1, 1, 1]",0,[0],1.1223201760498855,-3.1415926539082184,3.880653576260329e-10
"[4, 2, 2, 2, 2, 1, 1, 1, 1]",1,[1],0.6950006998057289,-3.1415926535882144,3.141592653544753
"[4, 2, 2, 2, 2, 1, 1, 1, 1]",3,[0],1.3687112100294923,3.1415926536286545,0.0
"[4, 2, 2, 2, 2, 1, 1, 1, 1]",4,[1],1.9142305917060314,3.141592653830851,7.158935666495836e-10
"[4, 2, 2, 2, 2, 1, 1, 1, 1]",6,[0],0.3216871938968764,3.141592653588308,3.141592653589793
"[4, 2, 2, 2, 2, 1, 1, 1, 1]",7,[1],2.668704590846177,3.141592655022352,-3.1415926519806403
"[4, 2, 2, 2, 1, 1, 1, 1, 1, 1]",0,[0],1.0703326446264223,3.1415926545917587,-2.494723760904094e-09
"[4, 2, 2, 2, 1, 1, 1, 1, 1, 1]",1,[1],2.411708569394137,-6.283185305291189,-3.037317064524814e-10
"[4, 2, 2, 2, 1, 1, 1, 1, 1, 1]",3,[0],1.2948967270812368,-5.663344904149881e-09,3.141592653589793
"[4, 2, 2, 2, 1, 1, 1, 1, 1, 1]",4,[1],1.2093206402938264,-3.1415926552061584,-3.141592649019335
"[4, 2, 2, 2, 1, 1, 1, 1, 1, 1]",6,[0],0.35793878492373143,-3.1415926474881566,3.141592653589793
"[4, 2, 2, 2, 1, 1, 1, 1, 1, 1]",7,[1],2.6746717418139907,3.141592643935014,-1.0812125639247938e-08
"[4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",0,[0],0.9827937232876203,3.141592655547318,-1.945221317356527e-09
"[4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",1,[1],2.4120062986043735,-5.696421112588723e-11,6.283185307045245
"[4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",3,[0],1.195844881225765,-1.0743534950563571e-09,-3.141592653589793
"[4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",4,[1],1.962337498237562,-3.1415926530433076,1.4320400421041768e-09
"[4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",6,[0],0.35165455577200194,-3.1415926527991993,-3.1415926535897936
"[4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",7,[1],0.4674096982235347,1.826743083303957e-09,-2.046224640856037e-09
"[4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,[0],2.33218632780038,1.0369483049998962e-13,-3.1415926535897327
"[4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,[1],0.6890542893162668,3.1415926535895196,3.141592653589835
"[4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3,[0],1.0203139421533027,-1.4095881379360646e-11,0.0
"[4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",4,[1],1.1175771196612736,-2.4868995751603507e-14,-6.283185307179529
